CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL.5000,PO2SM,IM,GM,AÑO
5,Coahuila de Zaragoza,5025,Piedras Negras,152806,2.15,0.47,0.33,0.29,34.01,1.32,1.72,29.33,-1.711,Muy bajo,2010
5,Coahuila de Zaragoza,5002,Acuña,147809,1.76,0.14,0.83,0.89,30.1,0.7,1.84,44.27,-1.353,Muy bajo,2015
5,Coahuila de Zaragoza,5025,Piedras Negras,143915,2.63,0.78,0.36,0.58,36.11,1.62,1.32,21.96,-1.859,Muy bajo,2005
5,Coahuila de Zaragoza,5002,Acuña,136755,2.7,0.48,0.61,1,39.57,1.48,1.84,48.95,-1.379,Muy bajo,2010
5,Coahuila de Zaragoza,5025,Piedras Negras,128130,3.2,-,1.22,1.14,37.13,3.11,1.36,23.39,-1.986,Muy bajo,2000
5,Coahuila de Zaragoza,5002,Acuña,126238,3.11,0.91,0.62,1.19,45.82,3.69,1.59,28.69,-1.611,Muy bajo,2005
5,Coahuila de Zaragoza,5025,Piedras Negras,116148,4.05,-,2.6,5.89,-,-,-,-,-1.568,Muy bajo,1995
5,Coahuila de Zaragoza,5002,Acuña,110487,3.48,-,3.3,1.09,49.67,9.78,2.11,30.57,-1.66,Muy bajo,2000
5,Coahuila de Zaragoza,5017,Matamoros,108950,3.16,1.95,0.2,1.4,29.51,1.24,42.25,42.72,-1.098,Muy bajo,2015
5,Coahuila de Zaragoza,5017,Matamoros,107160,4.67,2.97,0.45,0.59,38.91,2.33,42.25,34.24,-1.208,Bajo,2010
5,Coahuila de Zaragoza,5033,San Pedro,106142,4.66,2.18,0.4,5.38,29.44,0.75,44.86,56.32,-0.823,Bajo,2015
5,Coahuila de Zaragoza,5033,San Pedro,102650,5.8,3.18,1.01,4.18,38.17,1.8,44.86,57.04,-0.902,Bajo,2010
5,Coahuila de Zaragoza,5017,Matamoros,99707,6.08,5.56,1.01,1.17,44.15,5.81,42.68,50.21,-1.076,Bajo,2005
5,Coahuila de Zaragoza,5033,San Pedro,99165,9.92,27.95,8.19,7.95,59.49,26.1,52.03,80.34,-0.798,Bajo,1990
5,Coahuila de Zaragoza,5025,Piedras Negras,98185,4.4,3.68,5.32,13.21,48.92,6.29,2.04,55.29,-1.86,Muy bajo,1990
5,Coahuila de Zaragoza,5033,San Pedro,93677,6.57,5.73,1.36,2.35,41.62,6.64,46.03,60.62,-0.935,Bajo,2005
5,Coahuila de Zaragoza,5027,Ramos Arizpe,92828,2.01,0.44,0.43,1.48,23.3,0.5,11.8,16.54,-1.73,Muy bajo,2015
5,Coahuila de Zaragoza,5017,Matamoros,92029,6.56,-,1.56,0.45,47.8,10.96,42.98,53.49,-1.147,Bajo,2000
5,Coahuila de Zaragoza,5033,San Pedro,91421,8.99,-,3,4.4,-,-,-,-,-0.66,Medio,1995
5,Coahuila de Zaragoza,5033,San Pedro,88343,7.89,-,2.48,2.97,43.72,12.63,45.37,64.58,-0.989,Bajo,2000
5,Coahuila de Zaragoza,5017,Matamoros,88235,8.81,-,1.51,5.71,-,-,-,-,-0.679,Medio,1995
5,Coahuila de Zaragoza,5017,Matamoros,86398,9,32.35,5.45,8.42,60.83,18.35,45.5,78.23,-0.884,Bajo,1990
5,Coahuila de Zaragoza,5002,Acuña,81602,3.84,-,6.72,7.22,-,-,-,-,-1.183,Bajo,1995
5,Coahuila de Zaragoza,5010,Frontera,80991,1.46,0.34,0.08,1.39,29.52,0.29,7.65,19.27,-1.663,Muy bajo,2015
5,Coahuila de Zaragoza,5027,Ramos Arizpe,75461,3.21,0.66,0.83,3.89,29.1,0.91,11.8,25.38,-1.705,Muy bajo,2010
5,Coahuila de Zaragoza,5010,Frontera,75215,2.32,0.61,0.55,1.01,38.87,0.83,7.65,27.58,-1.639,Muy bajo,2010
5,Coahuila de Zaragoza,5010,Frontera,70160,2.77,1.11,0.8,2.13,42.86,1.34,6.49,36.21,-1.612,Muy bajo,2005
5,Coahuila de Zaragoza,5020,Múzquiz,69102,2.8,0.52,0.93,1.67,29.89,0.67,10.42,33.15,-1.34,Muy bajo,2015
5,Coahuila de Zaragoza,5020,Múzquiz,66834,3.46,1.48,1.07,1.42,35.42,1.46,10.42,39.59,-1.391,Muy bajo,2010
5,Coahuila de Zaragoza,5010,Frontera,66579,3.61,-,1.13,0.78,46.21,2.55,5.48,38.58,-1.717,Muy bajo,2000
5,Coahuila de Zaragoza,5020,Múzquiz,65863,6.01,6.13,5.64,7.22,56.89,6.55,13.83,60.76,-1.566,Bajo,1990
5,Coahuila de Zaragoza,5010,Frontera,63847,4.37,-,1.43,3.82,-,-,-,-,-1.364,Muy bajo,1995
5,Coahuila de Zaragoza,5028,Sabinas,63522,1.94,0.32,0.24,1.08,21.89,0.47,9.77,23.73,-1.678,Muy bajo,2015
5,Coahuila de Zaragoza,5020,Múzquiz,62990,6.07,-,3.19,3.76,-,-,-,-,-1.157,Bajo,1995
5,Coahuila de Zaragoza,5020,Múzquiz,62773,4.97,-,1.91,1.66,41.33,3.33,10.4,44.58,-1.567,Muy bajo,2000
5,Coahuila de Zaragoza,5020,Múzquiz,62710,4.59,1.84,1.7,2.33,39.83,1.26,10.13,41.85,-1.43,Muy bajo,2005
5,Coahuila de Zaragoza,5010,Frontera,61450,4.58,5,6.98,5.3,61.15,5.82,5.26,54.31,-1.734,Muy bajo,1990
5,Coahuila de Zaragoza,5028,Sabinas,60847,2.36,0.82,0.42,0.4,29.56,0.83,9.77,26.8,-1.742,Muy bajo,2010
5,Coahuila de Zaragoza,5009,Francisco I. Madero,58360,3.77,2.1,0.18,2.32,27.61,0.91,52.17,44.71,-1.021,Bajo,2015
5,Coahuila de Zaragoza,5027,Ramos Arizpe,56708,4.19,1.59,2.04,6.03,33.41,1.8,14.95,26.32,-1.67,Muy bajo,2005
5,Coahuila de Zaragoza,5002,Acuña,56336,4.89,6.89,12.38,11.57,53.43,10.98,5.95,62.6,-1.585,Bajo,1990
5,Coahuila de Zaragoza,5009,Francisco I. Madero,55676,4.7,2.81,0.69,0.45,36.06,1.57,52.17,52.57,-1.035,Bajo,2010
5,Coahuila de Zaragoza,5028,Sabinas,53042,3.09,0.9,0.52,1.23,32.49,1.24,9.63,37.76,-1.694,Muy bajo,2005
5,Coahuila de Zaragoza,5028,Sabinas,52379,3.45,-,1.23,1.17,35.58,2.61,9.17,40.23,-1.776,Muy bajo,2000
5,Coahuila de Zaragoza,5009,Francisco I. Madero,51528,6,3.5,0.76,3.82,39.48,4.56,41.62,55.7,-1.083,Bajo,2005
5,Coahuila de Zaragoza,5028,Sabinas,51129,3.86,-,3.17,2.81,-,-,-,-,-1.514,Muy bajo,1995
5,Coahuila de Zaragoza,5009,Francisco I. Madero,50981,8.93,22.38,6.69,5.01,57.62,20.2,48.56,79.68,-0.937,Bajo,1990
5,Coahuila de Zaragoza,5009,Francisco I. Madero,47510,7.92,-,1.75,4.17,-,-,-,-,-0.768,Bajo,1995
5,Coahuila de Zaragoza,5028,Sabinas,47030,4.59,4.55,3.63,4.47,48.36,3.16,9.49,63.16,-1.8,Muy bajo,1990
5,Coahuila de Zaragoza,5009,Francisco I. Madero,46452,6.68,-,1.12,0.89,43.21,9.81,43.27,59.35,-1.133,Bajo,2000
5,Coahuila de Zaragoza,5024,Parras,45401,5.2,6.19,1.11,5.96,34.86,2.77,25.51,59.41,-1.017,Bajo,2010
5,Coahuila de Zaragoza,5024,Parras,44799,4.21,4.87,0.57,6.83,26.81,1.49,25.51,54.54,-0.972,Bajo,2015
5,Coahuila de Zaragoza,5024,Parras,44715,5.94,8.9,1,10.92,40.25,6.03,25.94,52.75,-1.115,Bajo,2005
5,Coahuila de Zaragoza,5024,Parras,43339,7.22,-,2.29,9.78,44.45,13.48,28.4,56.2,-1.117,Bajo,2000
5,Coahuila de Zaragoza,5024,Parras,43303,9.01,-,3.16,12.11,-,-,-,-,-0.837,Bajo,1995
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,43232,1.64,0.63,0.37,0.96,22.89,0.74,8.38,29.36,-1.61,Muy bajo,2015
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,41649,2.06,1.21,1.58,1.29,28.37,1.19,8.38,29.65,-1.7,Muy bajo,2010
5,Coahuila de Zaragoza,5032,San Juan De Sabinas,40731,3.74,-,2.59,5.94,-,-,-,-,-1.539,Muy bajo,1995
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,40231,3.76,3.6,2.89,7,44.39,3.23,9.81,63.43,-1.865,Muy bajo,1990
5,Coahuila de Zaragoza,5032,San Juan De Sabinas,40138,2.73,-,1.47,2.57,32.6,2.21,7.88,40.36,-1.837,Muy bajo,2000
5,Coahuila de Zaragoza,5032,San Juan de Sabinas,40115,2.66,0.97,1.2,4.13,30.21,1.32,8.67,37.88,-1.7,Muy bajo,2005
5,Coahuila de Zaragoza,5027,Ramos Arizpe,39853,5.69,-,2.82,6.03,38.63,6.22,21.41,28.05,-1.671,Muy bajo,2000
5,Coahuila de Zaragoza,5024,Parras,39534,10.36,31.6,7.21,14.82,56.32,20.86,33.83,74.45,-0.989,Bajo,1990
5,Coahuila de Zaragoza,5027,Ramos Arizpe,36440,7.2,-,5.25,12.13,-,-,-,-,-1.049,Bajo,1995
5,Coahuila de Zaragoza,5022,Nava,30698,2.38,0.95,0.49,1.67,27.13,1.19,20.54,30.23,-1.401,Muy bajo,2015
5,Coahuila de Zaragoza,5027,Ramos Arizpe,28246,10.98,20.79,14.72,16.24,53.91,16.22,40.54,71.19,-1.038,Bajo,1990
5,Coahuila de Zaragoza,5006,Castaños,28068,1.86,0.34,0.41,4.03,31.02,0.45,8.66,24.76,-1.484,Muy bajo,2015
5,Coahuila de Zaragoza,5022,Nava,27928,3.09,1.44,1.1,1.73,36.58,1.82,20.54,30.3,-1.463,Muy bajo,2010
5,Coahuila de Zaragoza,5006,Castaños,25892,2.79,1.58,0.8,4.96,38.5,0.62,8.66,37.49,-1.453,Muy bajo,2010
5,Coahuila de Zaragoza,5022,Nava,25856,4.13,2.44,1.42,2.71,41.54,3.9,22.76,27.62,-1.5,Muy bajo,2005
5,Coahuila de Zaragoza,5006,Castaños,23871,3.12,1.58,1.9,5.98,43.63,1.32,10.95,39.12,-1.466,Muy bajo,2005
5,Coahuila de Zaragoza,5031,San Buenaventura,23587,1.82,0.38,0.1,1.32,20.6,0.12,7.53,21.91,-1.76,Muy bajo,2015
5,Coahuila de Zaragoza,5004,Arteaga,23271,5.31,0.7,0.38,3.47,31.39,1.93,62.54,40.11,-0.849,Bajo,2015
5,Coahuila de Zaragoza,5022,Nava,23019,3.81,-,2.82,4.03,44.14,6.08,22.98,29.42,-1.63,Muy bajo,2000
5,Coahuila de Zaragoza,5003,Allende,22675,2.77,1.04,0.27,0.78,29.72,0.78,8.74,33.54,-1.638,Muy bajo,2010
5,Coahuila de Zaragoza,5003,Allende,22654,2.05,0.39,0.04,0.17,24.59,0.18,8.74,28.02,-1.6,Muy bajo,2015
5,Coahuila de Zaragoza,5004,Arteaga,22544,6.37,3.87,1.66,10.16,40.46,3.26,62.54,49.94,-0.72,Bajo,2010
5,Coahuila de Zaragoza,5006,Castaños,22530,4.2,-,3.62,6.56,47.51,2.24,12.14,41.68,-1.504,Muy bajo,2000
5,Coahuila de Zaragoza,5031,San Buenaventura,22149,2.37,0.8,0.31,0.85,28.91,0.58,7.54,35.2,-1.686,Muy bajo,2010
5,Coahuila de Zaragoza,5006,Castaños,21924,4.81,-,6.3,14.45,-,-,-,-,-0.945,Bajo,1995
5,Coahuila de Zaragoza,5036,Viesca,21549,5.42,4.56,0.52,7.44,31.94,1.79,100,57.4,-0.38,Medio,2015
5,Coahuila de Zaragoza,5006,Castaños,21356,5.58,12.14,11.02,25.92,61.8,5.58,13.99,58.76,-1.417,Bajo,1990
5,Coahuila de Zaragoza,5036,Viesca,21319,6.94,7,1.28,2.75,40.39,2.01,100,53.45,-0.525,Medio,2010
5,Coahuila de Zaragoza,5036,Viesca,21238,11.96,46.64,10.09,24.35,63.07,28.65,100,82.72,-0.224,Medio,1990
5,Coahuila de Zaragoza,5003,Allende,20943,3.98,-,1.33,1.82,38.07,2.06,10.81,31.23,-1.785,Muy bajo,2000
5,Coahuila de Zaragoza,5022,Nava,20502,4.28,-,4.84,13.28,-,-,-,-,-1.252,Bajo,1995
5,Coahuila de Zaragoza,5031,San Buenaventura,20216,4.93,5.82,6.21,9.11,52.85,7.04,13.38,56.94,-1.721,Muy bajo,1990
5,Coahuila de Zaragoza,5003,Allende,20153,3.4,1.2,0.73,1.72,33.4,1,9.28,29.31,-1.712,Muy bajo,2005
5,Coahuila de Zaragoza,5031,San Buenaventura,20046,3.66,-,1.72,2.96,34.51,2.3,10.69,42.64,-1.761,Muy bajo,2000
5,Coahuila de Zaragoza,5031,San Buenaventura,20034,4.72,-,2.37,4.75,-,-,-,-,-1.356,Muy bajo,1995
5,Coahuila de Zaragoza,5003,Allende,19917,5,-,2.56,4.88,-,-,-,-,-1.399,Muy bajo,1995
5,Coahuila de Zaragoza,5004,Arteaga,19622,8.03,5.55,2.07,16.77,46.86,7.72,67.41,52.51,-0.669,Bajo,2005
5,Coahuila de Zaragoza,5031,San Buenaventura,19620,3.05,0.44,0.73,3.44,31.77,0.91,8.51,40.02,-1.682,Muy bajo,2005
5,Coahuila de Zaragoza,5036,Viesca,19510,11.68,-,3.15,7.01,-,-,-,-,-0.314,Medio,1995
5,Coahuila de Zaragoza,5004,Arteaga,19374,9.67,-,4.93,7.36,50.92,11.84,68.81,55.94,-0.767,Bajo,2000
5,Coahuila de Zaragoza,5036,Viesca,19328,8.98,7.73,1.62,1.59,43.59,5.68,100,64.21,-0.537,Medio,2005
5,Coahuila de Zaragoza,5036,Viesca,18969,9.69,-,2.79,1.54,46.96,16.2,100,68.41,-0.523,Medio,2000
5,Coahuila de Zaragoza,5004,Arteaga,18907,12.22,-,7.25,10.76,-,-,-,-,-0.44,Medio,1995
5,Coahuila de Zaragoza,5003,Allende,18486,4.91,5.87,3.35,10.64,47.49,3.47,9.94,60,-1.773,Muy bajo,1990
5,Coahuila de Zaragoza,5004,Arteaga,17414,12.65,25.83,12.73,13.46,61.4,20.45,100,82.32,-0.495,Medio,1990
5,Coahuila de Zaragoza,5022,Nava,16915,5.1,7.43,8.35,22.9,50.28,5.62,17.75,61.54,-1.555,Bajo,1990
5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,13546,4.15,1.46,1.85,5.35,32.36,1.8,20.78,41.16,-0.992,Bajo,2015
5,Coahuila de Zaragoza,5023,Ocampo,13389,7.79,-,12.95,26.34,-,-,-,-,-0.53,Medio,1995
5,Coahuila de Zaragoza,5038,Zaragoza,13257,2.75,0.48,0.56,1.34,25.92,0.59,17.64,40.06,-1.261,Muy bajo,2015
5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,13013,5.39,4.96,4.13,8.33,39.41,3.01,20.78,53.6,-0.912,Bajo,2010
5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,12899,8.1,-,5.94,20.98,-,-,-,-,-0.658,Medio,1995
5,Coahuila de Zaragoza,5038,Zaragoza,12702,3.8,1.73,1.68,1.49,31.94,1.11,17.64,48.27,-1.227,Bajo,2010
5,Coahuila de Zaragoza,5038,Zaragoza,12664,5.16,-,4.71,5.72,36.69,4.97,20.55,41.55,-1.45,Muy bajo,2000
5,Coahuila de Zaragoza,5011,General Cepeda,12471,6.56,4.56,1.3,1.45,31.8,1.05,100,38.4,-0.624,Bajo,2015
5,Coahuila de Zaragoza,5038,Zaragoza,12411,4.96,1.46,2.45,6.56,36.08,2.34,20.02,39,-1.319,Muy bajo,2005
5,Coahuila de Zaragoza,5038,Zaragoza,12403,6.6,-,5.72,13.18,-,-,-,-,-1.058,Bajo,1995
5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,12302,9.07,16.8,27.16,22.46,59.26,23.62,31.28,71.05,-0.918,Bajo,1990
5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,12220,5.87,5.1,7.58,13.48,45.18,5.88,21.89,53.18,-0.931,Bajo,2005
5,Coahuila de Zaragoza,5007,Cuatro Ciénegas,12154,7.4,-,5.24,12.11,47.64,12.52,26.72,56.66,-1.04,Bajo,2000
5,Coahuila de Zaragoza,5023,Ocampo,12053,7.04,-,10.62,36.6,42.92,10.95,100,46.75,-0.687,Medio,2000
5,Coahuila de Zaragoza,5011,General Cepeda,11966,14.62,39.68,12.86,14.91,59.58,18.03,100,88.6,-0.283,Medio,1990
5,Coahuila de Zaragoza,5011,General Cepeda,11913,14.66,-,7.38,12.98,-,-,-,-,-0.29,Medio,1995
5,Coahuila de Zaragoza,5011,General Cepeda,11682,8.06,7.95,1.85,3.03,38.69,1.37,100,61.2,-0.432,Medio,2010
5,Coahuila de Zaragoza,5023,Ocampo,11671,4.4,2.25,1.5,6.66,29.11,1.76,100,33.26,-0.757,Bajo,2015
5,Coahuila de Zaragoza,5011,General Cepeda,11316,11.76,-,4.49,4.98,47.14,7.76,100,72.12,-0.462,Medio,2000
5,Coahuila de Zaragoza,5011,General Cepeda,11284,11.18,9.19,3.77,6.95,43.8,3.36,100,67.69,-0.377,Medio,2005
5,Coahuila de Zaragoza,5038,Zaragoza,11184,5.88,9.5,6.9,26.73,49.72,8.08,19.6,67.39,-1.386,Bajo,1990
5,Coahuila de Zaragoza,5023,Ocampo,10991,5.93,4.31,2.57,15.6,35.56,3.23,100,46.2,-0.633,Medio,2010
5,Coahuila de Zaragoza,5014,Jiménez,10243,3.81,1.92,3.32,7.67,27.21,1.25,100,54.8,-0.448,Medio,2015
5,Coahuila de Zaragoza,5023,Ocampo,10183,6.78,6.52,5.29,28.38,38.46,5.19,100,43.88,-0.659,Bajo,2005
5,Coahuila de Zaragoza,5014,Jiménez,9935,4.51,6.63,3.62,25.81,32.99,2.46,100,71.87,-0.263,Medio,2010
5,Coahuila de Zaragoza,5034,Sierra Mojada,9793,5.97,20.04,27.24,37.69,53.67,12.56,100,51.73,-1.008,Bajo,1990
5,Coahuila de Zaragoza,5014,Jiménez,9768,5.28,1.07,5.17,19.12,43.05,3.88,100,42.69,-0.691,Bajo,2005
5,Coahuila de Zaragoza,5014,Jiménez,9724,6.36,-,9.14,36.88,45.73,10.98,100,45.48,-0.598,Medio,2000
5,Coahuila de Zaragoza,5014,Jiménez,9328,6.15,-,15.56,63.88,-,-,-,-,-0.051,Medio,1995
5,Coahuila de Zaragoza,5019,Morelos,8599,2.55,1.16,0.05,0.98,27.6,0.31,16.66,33.02,-1.427,Muy bajo,2015
5,Coahuila de Zaragoza,5014,Jiménez,8253,7.03,16.32,21.26,60.45,53.91,19.9,100,78.47,-0.425,Medio,1990
5,Coahuila de Zaragoza,5019,Morelos,8207,2.78,1.85,0.21,1.63,34.13,0.52,16.67,32.76,-1.523,Muy bajo,2010
5,Coahuila de Zaragoza,5023,Ocampo,7857,11.42,38.49,55.93,41.71,56.6,19.66,100,76.15,-0.131,Medio,1990
5,Coahuila de Zaragoza,5019,Morelos,7263,4.12,-,2.23,3.09,42.52,3.21,17.64,35.51,-1.594,Muy bajo,2000
5,Coahuila de Zaragoza,5019,Morelos,7221,3.22,1.74,0.72,4.56,36.89,0.9,17.59,33.33,-1.567,Muy bajo,2005
5,Coahuila de Zaragoza,5034,Sierra Mojada,6988,3.37,1.27,0.59,3.21,35.11,1.19,100,21.19,-1.014,Bajo,2015
5,Coahuila de Zaragoza,5019,Morelos,6647,5.11,10.49,4.6,22.4,52.26,5.87,16.74,62.15,-1.512,Bajo,1990
5,Coahuila de Zaragoza,5019,Morelos,6642,4.93,-,2.61,5.28,-,-,-,-,-1.247,Bajo,1995
5,Coahuila de Zaragoza,5021,Nadadores,6614,3.3,0.46,0.56,1.03,26.73,0.18,100,30.49,-1.106,Muy bajo,2015
5,Coahuila de Zaragoza,5034,Sierra Mojada,6594,5.28,-,6.65,17.6,-,-,-,-,-1.077,Bajo,1995
5,Coahuila de Zaragoza,5034,Sierra Mojada,6375,3.46,2.55,7.05,5.08,38.2,1.92,100,22.05,-1.041,Bajo,2010
5,Coahuila de Zaragoza,5037,Villa Unión,6352,2.92,1.2,0.43,0.52,29.4,0.46,14.92,46.93,-1.186,Muy bajo,2015
5,Coahuila de Zaragoza,5021,Nadadores,6335,3.81,2.04,0.58,2.44,34.31,1.01,100,48.92,-0.983,Bajo,2010
5,Coahuila de Zaragoza,5037,Villa Unión,6289,4,1.33,2.18,1.15,34.86,0.45,14.93,46.58,-1.286,Muy bajo,2010
5,Coahuila de Zaragoza,5037,Villa Unión,6228,6.74,-,7.04,7.43,-,-,-,-,-0.941,Bajo,1995
5,Coahuila de Zaragoza,5021,Nadadores,6187,7.59,-,3.66,8.83,-,-,-,-,-0.822,Bajo,1995
5,Coahuila de Zaragoza,5037,Villa Unión,6159,6.4,-,3.24,2.6,45.36,5.11,100,48.11,-1.02,Bajo,2000
5,Coahuila de Zaragoza,5037,Villa Unión,6138,4.79,1.18,3.29,1.65,39.69,2.03,16.42,45.16,-1.313,Muy bajo,2005
5,Coahuila de Zaragoza,5034,Sierra Mojada,6023,5.86,-,2.78,13.67,42.02,8.9,100,31.83,-1.189,Bajo,2000
5,Coahuila de Zaragoza,5021,Nadadores,5946,5.63,-,1.99,2.79,43.37,5.84,100,49.97,-1.172,Bajo,2000
5,Coahuila de Zaragoza,5037,Villa Unión,5866,7.62,11.83,9.83,20.32,51.53,8.94,100,76.09,-0.89,Bajo,1990
5,Coahuila de Zaragoza,5021,Nadadores,5822,5.09,4.22,0.64,10.47,40.25,1.25,100,46.91,-1.001,Bajo,2005
5,Coahuila de Zaragoza,5021,Nadadores,5515,7.57,5.78,9.05,14.27,57.41,11.28,100,66.78,-1.095,Bajo,1990
5,Coahuila de Zaragoza,5034,Sierra Mojada,5245,4.48,3.47,10.11,12.95,33.38,3.86,100,29.88,-1.061,Bajo,2005
5,Coahuila de Zaragoza,5026,Progreso,4041,8.04,4.05,7.88,35.03,52.95,12.26,100,72.33,-0.843,Bajo,1990
5,Coahuila de Zaragoza,5026,Progreso,3613,7.97,-,3.28,18.15,-,-,-,-,-0.598,Medio,1995
5,Coahuila de Zaragoza,5026,Progreso,3608,7.34,-,3.11,10.2,40.85,7.75,100,57.55,-0.843,Bajo,2000
5,Coahuila de Zaragoza,5026,Progreso,3473,4.62,1.04,0.75,2.44,31.24,0.9,100,34.43,-0.989,Bajo,2010
5,Coahuila de Zaragoza,5026,Progreso,3379,7.32,1.87,2.41,6.42,42.37,2.35,100,54.01,-0.698,Bajo,2005
5,Coahuila de Zaragoza,5026,Progreso,3304,4.65,1.73,0.42,1.15,29.81,0.52,100,32.39,-0.819,Bajo,2015
5,Coahuila de Zaragoza,5008,Escobedo,3077,3.3,1.01,0.36,11.57,31.58,0.52,100,36.43,-0.773,Bajo,2015
5,Coahuila de Zaragoza,5008,Escobedo,2966,7.67,8.49,16.76,62.57,57.28,11.75,100,82.95,-0.482,Medio,1990
5,Coahuila de Zaragoza,5008,Escobedo,2901,4.28,1.42,1.14,12.71,33.37,0.76,100,46.32,-0.81,Bajo,2010
5,Coahuila de Zaragoza,5008,Escobedo,2843,6.88,-,12.96,8.7,-,-,-,-,-0.46,Medio,1995
5,Coahuila de Zaragoza,5008,Escobedo,2784,7.01,-,3.25,3.18,45.34,6.28,100,72.9,-0.709,Bajo,2000
5,Coahuila de Zaragoza,5008,Escobedo,2778,6.69,1.23,2.11,3.47,40.38,1.77,100,68.42,-0.693,Bajo,2005
5,Coahuila de Zaragoza,5012,Guerrero,2374,9.64,9.93,18.22,35.18,45.74,12.05,100,72.43,-0.797,Bajo,1990
5,Coahuila de Zaragoza,5029,Sacramento,2360,3.72,1.1,0.08,0.17,25.62,0.68,100,31.71,-1.077,Muy bajo,2015
5,Coahuila de Zaragoza,5029,Sacramento,2314,5.23,0.78,0.95,0.56,27.68,1.08,100,40.7,-1.11,Bajo,2010
5,Coahuila de Zaragoza,5012,Guerrero,2144,11.33,-,8.77,21.92,-,-,-,-,-0.759,Medio,1995
5,Coahuila de Zaragoza,5012,Guerrero,2091,7.71,2.88,2.1,6.21,29,1.89,100,38.72,-0.79,Bajo,2010
5,Coahuila de Zaragoza,5029,Sacramento,2063,5.65,1.31,1.02,0.44,35.62,0.97,100,51.36,-1.081,Bajo,2005
5,Coahuila de Zaragoza,5012,Guerrero,2050,9.02,-,5.06,12.91,35.7,6.84,100,52.23,-0.857,Bajo,2000
5,Coahuila de Zaragoza,5016,Lamadrid,2006,8.19,3.89,13.61,7.48,51.62,5.58,100,63.68,-1.279,Bajo,1990
5,Coahuila de Zaragoza,5029,Sacramento,2006,6,-,2.43,0.46,40.92,6.79,100,54.72,-1.111,Bajo,2000
5,Coahuila de Zaragoza,5029,Sacramento,1990,7.64,6.44,8.89,6.05,56.5,15.42,100,66.61,-1.118,Bajo,1990
5,Coahuila de Zaragoza,5029,Sacramento,1955,9.56,-,4.35,1.99,-,-,-,-,-0.806,Bajo,1995
5,Coahuila de Zaragoza,5005,Candela,1888,15.34,7.59,6.37,13.16,47.99,8.65,100,79.2,-0.836,Bajo,1990
5,Coahuila de Zaragoza,5012,Guerrero,1877,8.13,4.7,5.96,23.19,31.06,2.16,100,49.03,-0.694,Bajo,2005
5,Coahuila de Zaragoza,5013,Hidalgo,1852,6.39,5.21,1.46,0.97,38.23,3.1,100,29.34,-0.887,Bajo,2010
5,Coahuila de Zaragoza,5016,Lamadrid,1835,4.26,1.04,0.27,0.38,27.72,0.22,100,40.04,-1.124,Bajo,2010
5,Coahuila de Zaragoza,5016,Lamadrid,1832,7.27,-,7.1,13.1,-,-,-,-,-0.891,Bajo,1995
5,Coahuila de Zaragoza,5005,Candela,1808,8.73,1,0.95,1.17,36.02,1.23,100,49.26,-0.646,Medio,2010
5,Coahuila de Zaragoza,5016,Lamadrid,1781,6.2,-,1.84,1.5,35.67,1.67,100,54.71,-1.223,Bajo,2000
5,Coahuila de Zaragoza,5016,Lamadrid,1773,3.71,0.74,0.23,0.63,23.46,1.14,100,40.63,-1.012,Bajo,2015
5,Coahuila de Zaragoza,5005,Candela,1720,6.62,1.92,0.99,1.22,26.59,0,100,43.54,-0.647,Bajo,2015
5,Coahuila de Zaragoza,5005,Candela,1713,14.23,-,8.01,7.66,-,-,-,-,-0.747,Medio,1995
5,Coahuila de Zaragoza,5016,Lamadrid,1708,5.85,0.12,1.13,2.48,34.76,0.12,100,51.35,-1.054,Bajo,2005
5,Coahuila de Zaragoza,5012,Guerrero,1697,6.75,1.12,1.06,2.12,23.87,0.65,100,40.82,-0.673,Bajo,2015
5,Coahuila de Zaragoza,5005,Candela,1677,12.95,-,3.71,3.09,36.17,6.74,100,70.44,-0.682,Medio,2000
5,Coahuila de Zaragoza,5005,Candela,1672,11.14,1.97,3.35,5.16,37.2,3.29,100,66.12,-0.538,Medio,2005
5,Coahuila de Zaragoza,5015,Juárez,1668,6.1,11.82,36.37,37.82,58.05,22.24,100,82.96,-0.43,Medio,1990
5,Coahuila de Zaragoza,5015,Juárez,1610,5.41,-,14.94,19.08,45.13,9.19,100,63.62,-0.56,Medio,2000
5,Coahuila de Zaragoza,5015,Juárez,1599,2.62,1.45,2.33,3.71,34.16,0.76,100,48.53,-0.862,Bajo,2010
5,Coahuila de Zaragoza,5015,Juárez,1588,4.62,-,25.06,24.12,-,-,-,-,-0.224,Medio,1995
5,Coahuila de Zaragoza,5015,Juárez,1574,2.11,0.7,1.27,2.41,26.32,0.51,100,32.89,-0.958,Bajo,2015
5,Coahuila de Zaragoza,5013,Hidalgo,1565,6.92,1.98,0.77,1.21,31.93,0.96,100,21.86,-0.796,Bajo,2015
